Unnamed: 0,InvoiceNo,date,sales
18414,537823,2018-08-12,0.84
18415,537823,2018-08-12,3.32
18416,537823,2018-08-12,33.88
18417,537823,2018-08-12,3.32
18418,537823,2018-08-12,8.42
18419,537823,2018-08-12,3.4
18420,537823,2018-08-12,14.43
18421,537823,2018-08-12,14.43
18422,537823,2018-08-12,28.86
18423,537823,2018-08-12,1.66
18424,537823,2018-08-12,13.44
18425,537823,2018-08-12,2.51
18426,537823,2018-08-12,5.91
18427,537823,2018-08-12,13.54
18428,537823,2018-08-12,0.85
18429,537823,2018-08-12,1.66
18430,537823,2018-08-12,3.36
18431,537823,2018-08-12,8.47
18432,537823,2018-08-12,25.41
18433,537823,2018-08-12,2.51
18434,537823,2018-08-12,1.66
18435,537823,2018-08-12,8.47
18436,537823,2018-08-12,0.84
18437,537823,2018-08-12,1.66
18438,537823,2018-08-12,5.06
18439,537823,2018-08-12,27.14
18440,537823,2018-08-12,2.51
18441,537823,2018-08-12,1.28
18442,537823,2018-08-12,8.42
18443,537823,2018-08-12,8.42
18444,537823,2018-08-12,2.51
18445,537823,2018-08-12,2.51
18446,537823,2018-08-12,6.64
18447,537823,2018-08-12,7.62
18448,537823,2018-08-12,22.86
18449,537823,2018-08-12,16.94
18450,537823,2018-08-12,16.84
18451,537823,2018-08-12,16.84
18452,537823,2018-08-12,20.16
18453,537823,2018-08-12,3.36
18454,537823,2018-08-12,8.42
18455,537823,2018-08-12,0.85
18456,537823,2018-08-12,0.85
18457,537823,2018-08-12,16.98
18458,537823,2018-08-12,45.54
18459,537823,2018-08-12,4.21
18460,537823,2018-08-12,5.02
18461,537823,2018-08-12,5.02
18462,537823,2018-08-12,3.36
18463,537823,2018-08-12,5.06
18464,537823,2018-08-12,1.49
18465,537823,2018-08-12,2.55
18466,537823,2018-08-12,1.29
18467,537823,2018-08-12,2.51
18468,537823,2018-08-12,0.85
18469,537823,2018-08-12,5.02
18470,537823,2018-08-12,5.02
18471,537823,2018-08-12,2.51
18472,537823,2018-08-12,16.98
18473,537823,2018-08-12,25.52
18474,537823,2018-08-12,6.72
18475,537823,2018-08-12,3.36
18476,537823,2018-08-12,3.36
18477,537823,2018-08-12,11.04
18478,537823,2018-08-12,75.3
18479,537823,2018-08-12,2.13
18480,537823,2018-08-12,4.26
18481,537823,2018-08-12,3.32
18482,537823,2018-08-12,3.84
18483,537823,2018-08-12,1.68
18484,537823,2018-08-12,7.62
18485,537823,2018-08-12,38.16
18486,537823,2018-08-12,2.51
18487,537823,2018-08-12,0.85
18488,537823,2018-08-12,1.66
18489,537823,2018-08-12,4.98
18490,537823,2018-08-12,1.66
18491,537823,2018-08-12,33.96
18492,537823,2018-08-12,5.02
18493,537823,2018-08-12,2.51
18494,537823,2018-08-12,4.21
18495,537823,2018-08-12,76.47
18496,537823,2018-08-12,16.84
18497,537823,2018-08-12,8.42
18498,537823,2018-08-12,4.21
18499,537823,2018-08-12,10.08
18500,537823,2018-08-12,3.32
18501,537823,2018-08-12,11.82
18502,537823,2018-08-12,5.06
18503,537823,2018-08-12,20.34
18504,537823,2018-08-12,2.51
18505,537823,2018-08-12,0.85
18506,537823,2018-08-12,0.85
18507,537823,2018-08-12,8.47
18508,537823,2018-08-12,16.94
18509,537823,2018-08-12,8.47
18510,537823,2018-08-12,8.42
18511,537823,2018-08-12,4.21
18512,537823,2018-08-12,22.04
18513,537823,2018-08-12,0.85
18514,537823,2018-08-12,1.66
18515,537823,2018-08-12,1.66
18516,537823,2018-08-12,2.11
18517,537823,2018-08-12,4.24
18518,537823,2018-08-12,5.51
18519,537823,2018-08-12,10.19
18520,537823,2018-08-12,8.07
18521,537823,2018-08-12,3.81
18522,537823,2018-08-12,1.69
18523,537823,2018-08-12,1.69
18524,537823,2018-08-12,1.66
18525,537823,2018-08-12,5.02
18526,537823,2018-08-12,1.66
18527,537823,2018-08-12,2.51
18528,537823,2018-08-12,4.24
18529,537823,2018-08-12,7.62
18530,537823,2018-08-12,8.48
18531,537823,2018-08-12,2.96
18532,537823,2018-08-12,2.11
18533,537823,2018-08-12,0.85
18534,537823,2018-08-12,0.85
18535,537823,2018-08-12,0.85
18536,537823,2018-08-12,0.85
18537,537823,2018-08-12,0.85
18538,537823,2018-08-12,1.7
18539,537823,2018-08-12,1.7
18540,537823,2018-08-12,0.85
18541,537823,2018-08-12,729.42
18542,537823,2018-08-12,57.5
18543,537823,2018-08-12,86.25
18544,537823,2018-08-12,1.66
18545,537823,2018-08-12,7.53
18546,537823,2018-08-12,0.85
18547,537823,2018-08-12,1.28
18548,537823,2018-08-12,8.47
18549,537823,2018-08-12,0.85
18550,537823,2018-08-12,3.36
18551,537823,2018-08-12,1.29
18552,537823,2018-08-12,3.36
18553,537823,2018-08-12,0.43
18554,537823,2018-08-12,2.51
18555,537823,2018-08-12,0.43
18556,537823,2018-08-12,11.82
18557,537823,2018-08-12,4.21
18558,537823,2018-08-12,4.21
18559,537823,2018-08-12,2.51
18560,537823,2018-08-12,2.51
18561,537823,2018-08-12,5.91
18562,537823,2018-08-12,0.43
18563,537823,2018-08-12,5.02
18564,537823,2018-08-12,2.51
18565,537823,2018-08-12,2.51
18566,537823,2018-08-12,12.72
18567,537823,2018-08-12,6.77
18568,537823,2018-08-12,6.77
18569,537823,2018-08-12,12.63
18570,537823,2018-08-12,16.84
18571,537823,2018-08-12,18.26
18572,537823,2018-08-12,4.98
18573,537823,2018-08-12,11.62
18574,537823,2018-08-12,4.21
18575,537823,2018-08-12,1.7
18576,537823,2018-08-12,4.21
18577,537823,2018-08-12,7.62
18578,537823,2018-08-12,7.62
18579,537823,2018-08-12,7.62
18580,537823,2018-08-12,3.36
18581,537823,2018-08-12,1.66
18582,537823,2018-08-12,2.51
18583,537823,2018-08-12,8.42
18584,537823,2018-08-12,5.02
18585,537823,2018-08-12,5.02
18586,537823,2018-08-12,10.04
18587,537823,2018-08-12,12.55
18588,537823,2018-08-12,7.62
18589,537823,2018-08-12,5.02
18590,537823,2018-08-12,2.51
18591,537823,2018-08-12,6.4
18592,537823,2018-08-12,2.56
18593,537823,2018-08-12,3.84
18594,537823,2018-08-12,3.36
18595,537823,2018-08-12,4.21
18596,537823,2018-08-12,15.06
18597,537823,2018-08-12,1.28
18598,537823,2018-08-12,5.91
18599,537823,2018-08-12,1.66
18600,537823,2018-08-12,2.51
18601,537823,2018-08-12,1.66
18602,537823,2018-08-12,62.75
18603,537823,2018-08-12,5.91
18604,537823,2018-08-12,35.42
18605,537823,2018-08-12,11.82
18606,537823,2018-08-12,2.51
18607,537823,2018-08-12,2.51
18608,537823,2018-08-12,5.02
18609,537823,2018-08-12,16.84
18610,537823,2018-08-12,3.36
18611,537823,2018-08-12,0.43
18612,537823,2018-08-12,12.63
18613,537823,2018-08-12,8.42
18614,537823,2018-08-12,4.21
18615,537823,2018-08-12,4.21
18616,537823,2018-08-12,10.24
18617,537823,2018-08-12,2.51
18618,537823,2018-08-12,5.02
18619,537823,2018-08-12,17.57
18620,537823,2018-08-12,5.91
18621,537823,2018-08-12,50.98
18622,537823,2018-08-12,15.24
18623,537823,2018-08-12,15.24
18624,537823,2018-08-12,2.51
18625,537823,2018-08-12,12.63
18626,537823,2018-08-12,5.06
18627,537823,2018-08-12,5.91
18628,537823,2018-08-12,3.32
18629,537823,2018-08-12,4.21
18630,537823,2018-08-12,3.36
18631,537823,2018-08-12,3.36
18632,537823,2018-08-12,2.51
18633,537823,2018-08-12,1.66
18634,537823,2018-08-12,16.94
18635,537823,2018-08-12,8.47
18636,537823,2018-08-12,5.02
18637,537823,2018-08-12,4.21
18638,537823,2018-08-12,7.62
18639,537823,2018-08-12,1.66
18640,537823,2018-08-12,2.51
18641,537823,2018-08-12,15.24
18642,537823,2018-08-12,22.86
18643,537823,2018-08-12,5.06
18644,537823,2018-08-12,4.25
18645,537823,2018-08-12,0.85
18646,537823,2018-08-12,14.43
18647,537823,2018-08-12,14.43
18648,537823,2018-08-12,10.12
18649,537823,2018-08-12,5.91
18650,537823,2018-08-12,1.66
18651,537823,2018-08-12,5.02
18652,537823,2018-08-12,7.53
18653,537823,2018-08-12,1.66
18654,537823,2018-08-12,14.43
18655,537823,2018-08-12,2.51
18656,537823,2018-08-12,1.66
18657,537823,2018-08-12,20.34
18658,537823,2018-08-12,5.06
18659,537823,2018-08-12,2.51
18660,537823,2018-08-12,1.66
18661,537823,2018-08-12,1.66
18662,537823,2018-08-12,1.66
18663,537823,2018-08-12,1.66
18664,537823,2018-08-12,23.52
18665,537823,2018-08-12,5.91
18666,537823,2018-08-12,5.02
18667,537823,2018-08-12,8.42
18668,537823,2018-08-12,12.63
18669,537823,2018-08-12,11.87
18670,537823,2018-08-12,23.74
18671,537823,2018-08-12,12.72
18672,537823,2018-08-12,2.51
18673,537823,2018-08-12,5.02
18674,537823,2018-08-12,1.66
18675,537823,2018-08-12,14.94
18676,537823,2018-08-12,6.64
18677,537823,2018-08-12,2.51
18678,537823,2018-08-12,7.31
18679,537823,2018-08-12,9.89
18680,537823,2018-08-12,9.03
18681,537823,2018-08-12,15.24
18682,537823,2018-08-12,7.53
18683,537823,2018-08-12,2.51
18684,537823,2018-08-12,2.51
18685,537823,2018-08-12,10.17
18686,537823,2018-08-12,20.34
18687,537823,2018-08-12,2.98
18688,537823,2018-08-12,1.66
18689,537823,2018-08-12,7.62
18690,537823,2018-08-12,1.29
18691,537823,2018-08-12,1.7
18692,537823,2018-08-12,6.72
18693,537823,2018-08-12,8.42
18694,537823,2018-08-12,8.42
18695,537823,2018-08-12,12.63
18696,537823,2018-08-12,8.42
18697,537823,2018-08-12,6.72
18698,537823,2018-08-12,3.36
18699,537823,2018-08-12,3.36
18700,537823,2018-08-12,3.36
18701,537823,2018-08-12,1.66
18702,537823,2018-08-12,15.24
18703,537823,2018-08-12,5.02
18704,537823,2018-08-12,2.51
18705,537823,2018-08-12,3.32
18706,537823,2018-08-12,1.66
18707,537823,2018-08-12,27.14
18708,537823,2018-08-12,8.42
18709,537823,2018-08-12,3.36
18710,537823,2018-08-12,7.62
18711,537823,2018-08-12,7.62
18712,537823,2018-08-12,5.02
18713,537823,2018-08-12,1.7
18714,537823,2018-08-12,4.21
18715,537823,2018-08-12,4.21
18716,537823,2018-08-12,3.36
18717,537823,2018-08-12,3.36
18718,537823,2018-08-12,1.66
18719,537823,2018-08-12,6.64
18720,537823,2018-08-12,2.51
18721,537823,2018-08-12,0.85
18722,537823,2018-08-12,2.56
18723,537823,2018-08-12,3.84
18724,537823,2018-08-12,5.1
18725,537823,2018-08-12,0.85
18726,537823,2018-08-12,0.85
18727,537823,2018-08-12,12.55
18728,537823,2018-08-12,5.02
18729,537823,2018-08-12,15.06
18730,537823,2018-08-12,12.55
18731,537823,2018-08-12,1.7
18732,537823,2018-08-12,0.85
18733,537823,2018-08-12,4.25
18734,537823,2018-08-12,1.7
18735,537823,2018-08-12,0.85
18736,537823,2018-08-12,0.85
18737,537823,2018-08-12,1.7
18738,537823,2018-08-12,23.52
18739,537823,2018-08-12,10.08
18740,537823,2018-08-12,6.72
18741,537823,2018-08-12,10.08
18742,537823,2018-08-12,6.72
18743,537823,2018-08-12,6.72
18744,537823,2018-08-12,6.72
18745,537823,2018-08-12,17.73
18746,537823,2018-08-12,171.39
18747,537823,2018-08-12,5.02
18748,537823,2018-08-12,2.51
18749,537823,2018-08-12,7.62
18750,537823,2018-08-12,6.72
18751,537823,2018-08-12,45.72
18752,537823,2018-08-12,33.06
18753,537823,2018-08-12,33.06
18754,537823,2018-08-12,7.62
18755,537823,2018-08-12,33.88
18756,537823,2018-08-12,5.91
18757,537823,2018-08-12,23.74
18758,537823,2018-08-12,8.47
18759,537823,2018-08-12,4.21
18760,537823,2018-08-12,1.66
18761,537823,2018-08-12,3.32
18762,537823,2018-08-12,3.4
18763,537823,2018-08-12,0.85
18764,537823,2018-08-12,4.21
18765,537823,2018-08-12,3.36
18766,537823,2018-08-12,8.42
18767,537823,2018-08-12,3.36
18768,537823,2018-08-12,4.21
18769,537823,2018-08-12,0.85
18770,537823,2018-08-12,3.4
18771,537823,2018-08-12,8.5
18772,537823,2018-08-12,8.91
18773,537823,2018-08-12,26.88
18774,537823,2018-08-12,5.91
18775,537823,2018-08-12,33.96
18776,537823,2018-08-12,16.8
18777,537823,2018-08-12,5.91
18778,537823,2018-08-12,15.06
18779,537823,2018-08-12,13.57
18780,537823,2018-08-12,21.23
18781,537823,2018-08-12,4.21
18782,537823,2018-08-12,11.82
18783,537823,2018-08-12,25.41
18784,537823,2018-08-12,8.47
18785,537823,2018-08-12,8.47
18786,537823,2018-08-12,2.51
18787,537823,2018-08-12,6.72
18788,537823,2018-08-12,1.66
18789,537823,2018-08-12,43.16
18790,537823,2018-08-12,10.08
18791,537823,2018-08-12,16.94
18792,537823,2018-08-12,4.21
18793,537823,2018-08-12,9.96
18794,537823,2018-08-12,5.91
18795,537823,2018-08-12,2.56
18796,537823,2018-08-12,3.32
18797,537823,2018-08-12,3.32
18798,537823,2018-08-12,3.32
18799,537823,2018-08-12,1.66
18800,537823,2018-08-12,11.82
18801,537823,2018-08-12,5.91
18802,537823,2018-08-12,22.04
18803,537823,2018-08-12,2.51
18804,537823,2018-08-12,2.98
18805,537823,2018-08-12,2.98
18806,537823,2018-08-12,2.51
18807,537823,2018-08-12,16.8
18808,537823,2018-08-12,17.57
18809,537823,2018-08-12,8.47
18810,537823,2018-08-12,5.06
18811,537823,2018-08-12,3.36
18812,537823,2018-08-12,5.91
18813,537823,2018-08-12,11.82
18814,537823,2018-08-12,5.91
18815,537823,2018-08-12,1.66
18816,537823,2018-08-12,11.87
18817,537823,2018-08-12,3.36
18818,537823,2018-08-12,3.36
18819,537823,2018-08-12,1.28
18820,537823,2018-08-12,2.56
18821,537823,2018-08-12,4.98
18822,537823,2018-08-12,7.62
18823,537823,2018-08-12,4.98
18824,537823,2018-08-12,6.64
18825,537823,2018-08-12,14.43
18826,537823,2018-08-12,12.63
18827,537823,2018-08-12,8.47
18828,537823,2018-08-12,8.47
18829,537823,2018-08-12,8.42
18830,537823,2018-08-12,4.21
18831,537823,2018-08-12,8.42
18832,537823,2018-08-12,4.21
18833,537823,2018-08-12,4.21
18834,537823,2018-08-12,2.56
18835,537823,2018-08-12,9.35
18836,537823,2018-08-12,0.85
18837,537823,2018-08-12,3.84
18838,537823,2018-08-12,12.72
18839,537823,2018-08-12,50.98
18840,537823,2018-08-12,10.17
18841,537823,2018-08-12,14.43
18842,537823,2018-08-12,8.47
18843,537823,2018-08-12,1.66
18844,537823,2018-08-12,6.25
18845,537823,2018-08-12,6.77
18846,537823,2018-08-12,6.77
18847,537823,2018-08-12,20.34
18848,537823,2018-08-12,53.19
18849,537823,2018-08-12,3.36
18850,537823,2018-08-12,3.36
18851,537823,2018-08-12,16.84
18852,537823,2018-08-12,16.8
18853,537823,2018-08-12,5.91
18854,537823,2018-08-12,11.02
18855,537823,2018-08-12,2.51
18856,537823,2018-08-12,5.02
18857,537823,2018-08-12,6.72
18858,537823,2018-08-12,11.02
18859,537823,2018-08-12,11.02
18860,537823,2018-08-12,2.51
18861,537823,2018-08-12,0.85
18862,537823,2018-08-12,1.7
18863,537823,2018-08-12,0.85
18864,537823,2018-08-12,0.85
18865,537823,2018-08-12,0.85
18866,537823,2018-08-12,0.85
18867,537823,2018-08-12,0.85
18868,537823,2018-08-12,4.25
18869,537823,2018-08-12,0.85
18870,537823,2018-08-12,7.62
18871,537823,2018-08-12,3.36
18872,537823,2018-08-12,10.08
18873,537823,2018-08-12,13.44
18874,537823,2018-08-12,2.51
18875,537823,2018-08-12,2.51
18876,537823,2018-08-12,8.3
18877,537823,2018-08-12,13.28
18878,537823,2018-08-12,4.98
18879,537823,2018-08-12,3.32
18880,537823,2018-08-12,1.66
18881,537823,2018-08-12,1.66
18882,537823,2018-08-12,5.06
18883,537823,2018-08-12,10.12
18884,537823,2018-08-12,12.55
18885,537823,2018-08-12,1.66
18886,537823,2018-08-12,20.24
18887,537823,2018-08-12,5.06
18888,537823,2018-08-12,9.96
18889,537823,2018-08-12,11.62
18890,537823,2018-08-12,1.66
18891,537823,2018-08-12,3.32
18892,537823,2018-08-12,1.66
18893,537823,2018-08-12,3.32
18894,537823,2018-08-12,16.98
18895,537823,2018-08-12,0.85
18896,537823,2018-08-12,22.86
18897,537823,2018-08-12,2.51
18898,537823,2018-08-12,3.36
18899,537823,2018-08-12,11.02
18900,537823,2018-08-12,16.98
18901,537823,2018-08-12,16.98
18902,537823,2018-08-12,10.17
18903,537823,2018-08-12,8.4
18904,537823,2018-08-12,4.2
18905,537823,2018-08-12,5.06
18906,537823,2018-08-12,5.06
18907,537823,2018-08-12,6.72
18908,537823,2018-08-12,6.72
18909,537823,2018-08-12,3.36
18910,537823,2018-08-12,1.66
18911,537823,2018-08-12,23.74
18912,537823,2018-08-12,11.82
18913,537823,2018-08-12,23.64
18914,537823,2018-08-12,2.51
18915,537823,2018-08-12,2.51
18916,537823,2018-08-12,14.43
18917,537823,2018-08-12,16.84
18918,537823,2018-08-12,3.36
18919,537823,2018-08-12,11.82
18920,537823,2018-08-12,11.82
18921,537823,2018-08-12,5.91
18922,537823,2018-08-12,0.42
18923,537823,2018-08-12,0.85
18924,537823,2018-08-12,0.85
18925,537823,2018-08-12,7.62
18926,537823,2018-08-12,7.62
18927,537823,2018-08-12,15.24
18928,537823,2018-08-12,3.36
18929,537823,2018-08-12,6.72
18930,537823,2018-08-12,6.72
18931,537823,2018-08-12,6.72
18932,537823,2018-08-12,4.98
18933,537823,2018-08-12,5.91
18934,537823,2018-08-12,11.82
18935,537823,2018-08-12,4.21
18936,537823,2018-08-12,7.62
18937,537823,2018-08-12,1.66
18938,537823,2018-08-12,7.53
18939,537823,2018-08-12,2.51
18940,537823,2018-08-12,6.72
18941,537823,2018-08-12,5.91
18942,537823,2018-08-12,20.38
18943,537823,2018-08-12,2.51
18944,537823,2018-08-12,45.18
18945,537823,2018-08-12,8.47
18946,537823,2018-08-12,15.28
18947,537823,2018-08-12,11.02
18948,537823,2018-08-12,11.62
18949,537823,2018-08-12,32.26
18950,537823,2018-08-12,27.14
18951,537823,2018-08-12,17.73
18952,537823,2018-08-12,7.62
18953,537823,2018-08-12,7.62
18954,537823,2018-08-12,5.91
18955,537823,2018-08-12,5.91
18956,537823,2018-08-12,11.82
18957,537823,2018-08-12,5.91
18958,537823,2018-08-12,12.63
18959,537823,2018-08-12,8.42
18960,537823,2018-08-12,0.85
18961,537823,2018-08-12,3.4
18962,537823,2018-08-12,3.4
18963,537823,2018-08-12,16.84
18964,537823,2018-08-12,55.92
18965,537823,2018-08-12,46.6
18966,537823,2018-08-12,29.79
18967,537823,2018-08-12,3.32
18968,537823,2018-08-12,11.02
18969,537823,2018-08-12,7.53
18970,537823,2018-08-12,6.3
18971,537823,2018-08-12,25.2
18972,537823,2018-08-12,33.68
18973,537823,2018-08-12,4.21
18974,C537824,2018-08-12,-9.95
18975,C537824,2018-08-12,-4.95
18976,537825,2018-08-12,5.8
18977,537825,2018-08-12,5.8
18978,537825,2018-08-12,7.8
18979,537825,2018-08-12,11.05
18980,537825,2018-08-12,4.25
18981,537825,2018-08-12,8.25
18982,537825,2018-08-12,4.35
18983,537825,2018-08-12,3.4
18984,537825,2018-08-12,19.9
18985,537825,2018-08-12,17.4
18986,537825,2018-08-12,5.1
18987,537825,2018-08-12,2.5
18988,537825,2018-08-12,1.7
18989,537825,2018-08-12,12.9
18990,537825,2018-08-12,9.9
18991,537825,2018-08-12,9.95
18992,537825,2018-08-12,15.3
18993,537825,2018-08-12,11.9
18994,537825,2018-08-12,6.3
18995,537825,2018-08-12,14.7
18996,537825,2018-08-12,3.3
18997,537825,2018-08-12,2.55
18998,537825,2018-08-12,8.5
18999,537825,2018-08-12,8.5
19000,537825,2018-08-12,10.95
19001,537825,2018-08-12,5.0
19002,537825,2018-08-12,2.5
19003,537825,2018-08-12,2.95
19004,537826,2018-08-12,1.25
19005,537826,2018-08-12,4.25
19006,537826,2018-08-12,3.75
19007,537826,2018-08-12,2.5
19008,537826,2018-08-12,2.5
19009,537826,2018-08-12,2.95
19010,537826,2018-08-12,11.7
19011,537826,2018-08-12,50.4
19012,537826,2018-08-12,9.9
19013,537826,2018-08-12,39.75
19014,537826,2018-08-12,3.75
19015,537826,2018-08-12,34.65
19016,537826,2018-08-12,14.75
19017,537826,2018-08-12,7.5
19018,537826,2018-08-12,18.75
19019,537826,2018-08-12,13.6
19020,537826,2018-08-12,4.5
19021,537826,2018-08-12,15.9
19022,537826,2018-08-12,5.0
19023,537826,2018-08-12,5.49
19024,537826,2018-08-12,19.5
19025,537827,2018-08-12,63.0
19026,537828,2018-08-12,15.0
19027,537828,2018-08-12,15.0
19028,537828,2018-08-12,15.0
19029,537828,2018-08-12,17.7
19030,537828,2018-08-12,17.7
19031,537828,2018-08-12,35.4
19032,537828,2018-08-12,14.85
19033,537828,2018-08-12,14.85
19034,537828,2018-08-12,34.8
19035,537828,2018-08-12,15.0
19036,537828,2018-08-12,15.0
19037,537828,2018-08-12,10.2
19038,537828,2018-08-12,10.2
19039,537828,2018-08-12,13.52
19040,537828,2018-08-12,10.2
19041,537828,2018-08-12,13.52
19042,537828,2018-08-12,25.2
19043,537828,2018-08-12,10.08
19044,537828,2018-08-12,10.08
19045,537828,2018-08-12,7.8
19046,537828,2018-08-12,5.04
19047,537828,2018-08-12,17.7
19048,537828,2018-08-12,13.2
19049,537828,2018-08-12,9.95
19050,537828,2018-08-12,30.6
19051,537828,2018-08-12,23.4
19052,537828,2018-08-12,10.2
19053,537828,2018-08-12,15.0
19054,537828,2018-08-12,15.3
19055,537828,2018-08-12,17.4
19056,537829,2018-08-12,12.5
19057,537829,2018-08-12,15.3
19058,537829,2018-08-12,17.7
19059,537829,2018-08-12,43.8
19060,537829,2018-08-12,58.5
19061,537829,2018-08-12,15.0
19062,537829,2018-08-12,76.5
19063,537829,2018-08-12,13.2
19064,537829,2018-08-12,13.2
19065,537829,2018-08-12,17.4
19066,537829,2018-08-12,34.8
19067,537829,2018-08-12,15.0
19068,537829,2018-08-12,15.0
19069,537829,2018-08-12,15.0
19070,537829,2018-08-12,15.0
19071,537829,2018-08-12,35.4
19072,537829,2018-08-12,53.1
19073,537829,2018-08-12,53.1
19074,537829,2018-08-12,6.3
19075,537830,2018-08-12,1.9
19076,537830,2018-08-12,1.65
19077,537830,2018-08-12,14.85
19078,537830,2018-08-12,83.4
19079,537830,2018-08-12,1.7
19080,537830,2018-08-12,7.5
19081,537830,2018-08-12,7.5
19082,537830,2018-08-12,3.75
19083,537830,2018-08-12,12.75
19084,537830,2018-08-12,20.4
19085,537830,2018-08-12,8.85
19086,537830,2018-08-12,6.3
19087,537830,2018-08-12,6.6
19088,537830,2018-08-12,5.9
19089,537830,2018-08-12,14.75
19090,537831,2018-08-12,8.85
19091,537831,2018-08-12,7.65
19092,537831,2018-08-12,2.5
19093,537831,2018-08-12,11.9
19094,537831,2018-08-12,14.75
19095,537831,2018-08-12,5.0
19096,537831,2018-08-12,17.7
19097,537831,2018-08-12,2.52
19098,537831,2018-08-12,4.2
19099,537831,2018-08-12,19.8
19100,537831,2018-08-12,11.9
19101,C537832,2018-08-12,-7.5
19102,C537832,2018-08-12,-8.4
19103,C537832,2018-08-12,-13.9
19104,537833,2018-08-12,590.0
19105,C537834,2018-08-12,-2.95
19106,C537834,2018-08-12,-2.1
19107,C537834,2018-08-12,-8.85
19108,C537835,2018-08-12,-14.85
19109,537836,2018-08-12,103.68
19110,537837,2018-08-12,19.8
19111,537837,2018-08-12,10.5
19112,537837,2018-08-12,21.8
19113,537837,2018-08-12,13.44
19114,537837,2018-08-12,17.7
19115,537837,2018-08-12,18.24
19116,537837,2018-08-12,17.0
19117,537837,2018-08-12,17.7
19118,537837,2018-08-12,11.52
19119,537837,2018-08-12,17.7
19120,537837,2018-08-12,15.0
19121,537837,2018-08-12,81.36
19122,537837,2018-08-12,6.96
19123,537837,2018-08-12,45.0
19124,C537838,2018-08-12,-5.0
19125,537839,2018-08-12,1.95
19126,537839,2018-08-12,1.25
19127,537839,2018-08-12,2.1
19128,537839,2018-08-12,1.25
19129,537839,2018-08-12,1.25
19130,537839,2018-08-12,1.25
19131,537839,2018-08-12,1.95
19132,537839,2018-08-12,0.42
19133,537839,2018-08-12,1.45
19134,537840,2018-08-12,12.7
19135,537840,2018-08-12,19.5
19136,537840,2018-08-12,19.5
19137,537840,2018-08-12,19.5
19138,537840,2018-08-12,39.0
19139,537840,2018-08-12,10.5
19140,537840,2018-08-12,10.5
19141,537840,2018-08-12,19.5
19142,537840,2018-08-12,39.8
19143,537840,2018-08-12,21.9
19144,537840,2018-08-12,25.5
19145,537840,2018-08-12,17.7
19146,537840,2018-08-12,17.85
19147,537840,2018-08-12,15.0
19148,537840,2018-08-12,17.0
19149,537841,2018-08-12,320.0
19150,537842,2018-08-12,1.25
19151,537842,2018-08-12,1.25
19152,537842,2018-08-12,1.95
19153,537842,2018-08-12,1.69
19154,537842,2018-08-12,14.75
19155,537842,2018-08-12,5.2
19156,537842,2018-08-12,3.38
19157,537842,2018-08-12,1.25
19158,537842,2018-08-12,19.8
19159,537842,2018-08-12,15.0
19160,537842,2018-08-12,8.4
19161,537842,2018-08-12,1.25
19162,537842,2018-08-12,25.5
19163,537842,2018-08-12,31.8
19164,537842,2018-08-12,13.52
19165,537842,2018-08-12,13.52
19166,537843,2018-08-12,17.4
19167,537843,2018-08-12,35.4
19168,537843,2018-08-12,15.8
19169,537843,2018-08-12,17.0
19170,537843,2018-08-12,25.5
19171,537843,2018-08-12,14.95
19172,537843,2018-08-12,15.0
19173,537843,2018-08-12,10.2
19174,537843,2018-08-12,19.9
19175,537844,2018-08-12,4.95
19176,537844,2018-08-12,2.55
19177,537844,2018-08-12,5.95
19178,537844,2018-08-12,1.65
19179,537844,2018-08-12,2.95
19180,537844,2018-08-12,6.75
19181,537844,2018-08-12,1.25
19182,537844,2018-08-12,1.95
19183,537844,2018-08-12,6.75
19184,537844,2018-08-12,5.9
19185,537844,2018-08-12,4.95
19186,537844,2018-08-12,4.95
19187,537844,2018-08-12,15.0
19188,537844,2018-08-12,2.95
19189,537844,2018-08-12,1.65
19190,537844,2018-08-12,7.95
19191,537844,2018-08-12,2.95
19192,537844,2018-08-12,6.96
19193,537844,2018-08-12,4.95
19194,537844,2018-08-12,0.38
19195,537844,2018-08-12,0.42
19196,537844,2018-08-12,3.9
19197,537844,2018-08-12,2.1
19198,537844,2018-08-12,0.95
19199,537844,2018-08-12,5.9
19200,537844,2018-08-12,4.25
19201,537844,2018-08-12,2.55
19202,537844,2018-08-12,7.95
19203,537844,2018-08-12,7.5
19204,537844,2018-08-12,16.95
19205,537844,2018-08-12,1.25
19206,537844,2018-08-12,12.5
19207,537844,2018-08-12,2.55
19208,537844,2018-08-12,2.98
19209,537844,2018-08-12,5.9
19210,537844,2018-08-12,12.75
19211,537844,2018-08-12,3.75
19212,537844,2018-08-12,2.85
19213,537845,2018-08-12,17.85
19214,537845,2018-08-12,17.85
19215,537845,2018-08-12,20.85
19216,537845,2018-08-12,14.85
19217,537846,2018-08-12,120.0
19218,537846,2018-08-12,25.2
19219,537846,2018-08-12,21.0
19220,537846,2018-08-12,17.7
19221,537846,2018-08-12,17.7
19222,537847,2018-08-12,14.95
19223,537847,2018-08-12,45.0
19224,537847,2018-08-12,34.8
19225,537847,2018-08-12,53.1
19226,537847,2018-08-12,17.7
19227,537847,2018-08-12,14.85
19228,537848,2018-08-12,180.0
19229,537849,2018-08-12,75.0
19230,537850,2018-08-12,16.5
19231,537850,2018-08-12,16.5
19232,537850,2018-08-12,16.5
19233,537850,2018-08-12,16.5
19234,537850,2018-08-12,16.5
